Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL165279,,0,390.61,1,5.04,17,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCS)C1CCC2=O,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL81134,,0,351.33,1,5.28,15,CC12CCC3C(CCC4=CCCCC43C)C1C[C@H](Br)C2=O,IC50,'=',5900.0,nM,5.23,,,UO_0000065,14.88,0.34,-0.05,30.63,False,CHEMBL666801,Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125884,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL3752637,,0,315.41,0,3.27,240,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,IC50,'=',18570.0,nM,4.73,,,UO_0000065,15.0,0.28,1.46,7.47,False,CHEMBL3757115,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL442373,,0,301.31,0,3.06,22g,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,IC50,'=',2300.0,nM,5.64,,,UO_0000065,18.71,0.33,2.58,7.85,True,CHEMBL666795,Inhibition of human placental microsome cytochrome P450 19A1 aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134355,1,Scientific Literature,J. Med. Chem.,2001.0,None,
CHEMBL2179111,,0,380.53,0,4.66,6,CCCC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,'=',83.0,nM,7.08,,,UO_0000065,18.61,0.35,2.42,16.33,False,CHEMBL2185145,Inhibition of human placental aromatase using [3H]-1beta-androstenedione as substrate after 16 hrs by [3H]-water method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2176958,1,Scientific Literature,J. Med. Chem.,2012.0,None,
CHEMBL2179107,,0,314.43,0,3.49,2,CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,'=',5200.0,nM,5.28,,,UO_0000065,16.81,0.31,1.79,12.18,False,CHEMBL2185145,Inhibition of human placental aromatase using [3H]-1beta-androstenedione as substrate after 16 hrs by [3H]-water method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2176958,1,Scientific Literature,J. Med. Chem.,2012.0,None,
CHEMBL2112738,,0,346.47,0,3.42,21,CC(=O)O[C@H]1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,IC50,'=',11000.0,nM,4.96,,,UO_0000065,14.31,0.27,1.54,7.8,False,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134295,1,Scientific Literature,J. Med. Chem.,2001.0,None,
CHEMBL39781,,0,246.31,0,1.90,15,CCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,'=',385000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123885,1,Scientific Literature,J. Med. Chem.,1987.0,None,
CHEMBL1689259,,0,610.57,3,-1.40,4,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OCCc2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,IC50,'=',26800.0,nM,4.57,,,UO_0000065,7.49,0.15,5.97,1.86,False,CHEMBL1693773,Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687868,1,Scientific Literature,J. Nat. Prod.,2011.0,None,
CHEMBL2312959,,0,358.42,0,4.24,3m,O=C1CCc2cc(C(c3ccncc3)c3ccc(F)cc3)cc3c2N1CC3,IC50,'=',116.0,nM,6.94,,,UO_0000065,19.35,0.35,2.7,20.89,False,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311453,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL2312949,,0,276.34,0,2.98,6b,C=C(c1ccncc1)c1cc2c3c(c1)CCN3C(=O)CC2,IC50,'=',565.0,nM,6.25,,,UO_0000065,22.61,0.41,3.27,18.82,False,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311453,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL9298,FADROZOLE,0,223.28,0,2.68,fadrozole,N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',41.0,nM,7.39,,,UO_0000065,33.08,0.59,4.71,17.75,True,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311453,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL2312967,,0,278.36,0,3.07,7a,CC(c1cccnc1)c1cc2c3c(c1)CCN3C(=O)CC2,IC50,'>',5000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311453,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL518586,,0,302.83,0,4.62,2eq,Clc1ccc(CC(Cc2ccccc2)n2ccnc2)s1,IC50,'=',870.0,nM,6.06,,,UO_0000065,20.01,0.41,1.44,34.01,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL517347,,0,372.71,1,5.24,1nq,Clc1ccc(CN(Cc2ccc(Cl)s2)n2ccnc2)c(Cl)c1,IC50,'=',320.0,nM,6.5,,,UO_0000065,17.43,0.4,1.25,30.84,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL491010,,0,354.46,0,4.67,4ac,C(=C/c1ccccc1)\CCN(Cc1cccc2ccccc12)n1cncn1,IC50,'=',13040.0,nM,4.88,,,UO_0000065,13.78,0.25,0.21,14.39,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL521600,,0,368.48,1,5.59,2bl,COc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,IC50,'=',510.0,nM,6.29,,,UO_0000065,17.08,0.31,0.7,23.26,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL491222,,0,338.45,1,5.58,2be,c1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,IC50,'=',950.0,nM,6.02,,,UO_0000065,17.79,0.32,0.44,33.8,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL490187,,0,353.47,1,5.20,1bi,Cc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,IC50,'=',2200.0,nM,5.66,,,UO_0000065,16.01,0.29,0.46,26.86,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL490795,,0,353.47,1,5.20,1bf,Cc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,IC50,'=',2960.0,nM,5.53,,,UO_0000065,15.64,0.28,0.33,26.25,False,CHEMBL987995,Inhibition of human aromatase,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144209,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,None,
CHEMBL3923127,,0,365.33,0,4.18,7,C[C@](O)(c1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1)C(F)(F)F,IC50,'=',7700.0,nM,5.11,,,UO_0000065,14.0,0.27,0.93,10.14,False,CHEMBL3872116,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871305,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL3951973,,0,305.71,0,4.21,22,Fc1cncc(-c2nc3cc(F)c(Cl)cn3c2C2CC2)c1,IC50,'=',2300.0,nM,5.64,,,UO_0000065,18.44,0.37,1.43,18.68,False,CHEMBL3872116,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871305,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL3924257,,0,285.3,0,3.86,23,Cc1c(F)cncc1-c1nc2ccc(F)cn2c1C1CC1,IC50,'=',420.0,nM,6.38,,,UO_0000065,22.35,0.41,2.52,21.12,False,CHEMBL3872116,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871305,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL1098737,,0,334.81,0,4.60,"81a, MR 20494",O=C1/C(=C\c2cccnc2)C(c2ccc(Cl)cc2)Cn2cccc21,IC50,'=',110.0,nM,6.96,,,UO_0000065,20.78,0.4,2.36,19.94,False,CHEMBL1918001,Inhibition of aromatase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1914343,1,Scientific Literature,Eur. J. Med. Chem.,2011.0,None,
CHEMBL1630272,,0,288.43,0,3.88,23,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]43C)[C@@H]1CCC2=O,IC50,'=',860.0,nM,6.07,,,UO_0000065,21.03,0.39,2.19,16.26,False,CHEMBL1639399,Inhibition of human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1629480,1,Scientific Literature,Eur. J. Med. Chem.,2010.0,None,
CHEMBL479942,,0,425.45,0,0.08,3,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,IC50,'=',3044.0,nM,5.52,,,UO_0000065,12.97,0.27,5.44,3.25,True,CHEMBL988317,Inhibition of aromatase activity in human JEG3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155113,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308202,
CHEMBL479559,,0,434.28,0,2.13,R-(+)-40a,N#Cc1ccc([C@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,IC50,'=',3.2,nM,8.49,,,UO_0000065,19.56,0.45,6.36,6.86,True,CHEMBL988317,Inhibition of aromatase activity in human JEG3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155113,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308202,
CHEMBL480718,,0,259.74,0,2.68,(R)-fadrazole HCl,Cl.N#Cc1ccc([C@H]2CCCc3cncn32)cc1,IC50,'=',680.0,nM,6.17,,,UO_0000065,27.62,0.5,3.49,14.82,False,CHEMBL988317,Inhibition of aromatase activity in human JEG3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155113,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308202,
CHEMBL3623213,,0,352.48,0,4.14,13,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](n1ccnc1)C2=O,IC50,'=',180.0,nM,6.75,,,UO_0000065,19.14,0.35,2.6,12.98,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL2430511,,0,479.52,0,3.28,17,O=[N+]([O-])c1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,11.55,0.22,2.26,4.28,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL2430512,,0,448.55,0,3.68,18,Cc1ccccc1OCc1cn(-c2ccc(S(=O)(=O)NCCc3ccccc3)cc2)nn1,IC50,'=',3400.0,nM,5.47,,,UO_0000065,12.19,0.23,1.79,6.35,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL496634,DOCOSAPENTAENOIC ACID,2,330.51,1,6.77,10,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,IC50,'=',16800.0,nM,4.78,,,UO_0000065,14.45,0.27,-2.0,12.8,False,CHEMBL976710,Inhibition of aromatase in human placental microsomes by radiometric method,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157337,1,Scientific Literature,J. Nat. Prod.,2006.0,None,
CHEMBL460026,ICOSAPENT,3,302.46,1,5.99,9,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,IC50,'=',53200.0,nM,4.27,,,UO_0000065,14.13,0.27,-1.72,11.46,False,CHEMBL976710,Inhibition of aromatase in human placental microsomes by radiometric method,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157337,1,Scientific Literature,J. Nat. Prod.,2006.0,None,
CHEMBL493174,,0,219.24,0,1.85,1k,COc1ccc(OC)c2c(C)cc(=O)[nH]c12,IC50,'=',26800.0,nM,4.57,,,UO_0000065,20.85,0.39,2.72,8.91,False,CHEMBL960910,Inhibition of aromatase after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153344,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL492762,CASIMIROIN,0,233.22,0,1.28,1,COc1cc(=O)n(C)c2c3c(ccc12)OCO3,IC50,'=',3920.0,nM,5.41,,,UO_0000065,23.18,0.43,4.13,10.88,False,CHEMBL960910,Inhibition of aromatase after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153344,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL1629801,,0,274.45,0,4.56,2,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,'=',30000.0,nM,4.52,,,UO_0000065,16.48,0.31,-0.04,22.36,False,CHEMBL1639399,Inhibition of human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1629480,1,Scientific Literature,Eur. J. Med. Chem.,2010.0,None,
CHEMBL7162,NS-398,0,314.36,0,2.68,1,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,IC50,'=',680.0,nM,6.17,,,UO_0000065,19.62,0.4,3.49,6.26,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL270917,,0,416.54,0,4.18,76,CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,'=',250.0,nM,6.6,,,UO_0000065,15.85,0.31,2.42,8.72,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL272456,,0,348.42,0,2.62,74,CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,IC50,'=',16670.0,nM,4.78,,,UO_0000065,13.71,0.27,2.16,6.31,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL260955,,0,354.41,0,4.69,62,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)C1CCCCC1,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL373377,,0,412.47,0,4.24,40,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,IC50,'=',650.0,nM,6.19,,,UO_0000065,15.0,0.29,1.95,6.89,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL220829,,0,401.24,0,3.31,37,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1,IC50,'=',5850.0,nM,5.23,,,UO_0000065,13.04,0.31,1.92,5.31,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL222250,,0,336.37,0,2.57,20,CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,IC50,'=',810.0,nM,6.09,,,UO_0000065,18.11,0.36,3.52,6.79,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL274387,,0,274.3,0,1.75,17,CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,IC50,'=',5870.0,nM,5.23,,,UO_0000065,19.07,0.4,3.48,5.31,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL381883,,0,246.24,0,0.97,3,COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL3891718,,0,633.56,1,3.78,6l,Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,,,,,False,CHEMBL3868075,Inhibition of Cyp19 (unknown origin),A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867461,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
CHEMBL3622060,,0,383.43,0,1.99,119,N#Cc1ccc(N(CCCS(=O)(=O)c2ccc(O)cc2)n2cnnc2)cc1,IC50,'=',15.0,nM,7.82,,,UO_0000065,20.41,0.4,5.83,6.98,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL479559,,0,434.28,0,2.13,R-(+)-141a,N#Cc1ccc([C@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,IC50,'=',3.2,nM,8.49,,,UO_0000065,19.56,0.45,6.36,6.86,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL3752510,,0,344.52,0,4.74,131,CSCC[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,IC50,'=',12.0,nM,7.92,,,UO_0000065,22.99,0.45,3.18,23.2,False,CHEMBL3756962,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]androstenedione as substrate",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
